REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
676,Soma,Canada,2011,Bolivia,"Alto Beni, Wild Bolivian",70%,"3- B,S,C","earthy, mild tannic, woody",3.5
688,Soma,Canada,2011,Venezuela,Chuao,70%,"3- B,S,C","strawberry, green mint",3.5
682,Soma,Canada,2011,Dominican Republic,"Elvesia P., Black Science",70%,"3- B,S,C","dried fruit, tart",3.75
676,Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70%,"3- B,S,C","strawberry, cocoa, nutty",4
676,Soma,Canada,2011,Peru,Peruvian,64%,"3- B,S,C","complex,spice,caramel,cocoa",4
1784,Beehive,U.S.A.,2016,Brazil,"Brazil, Batch 20316",80%,"3- B,S,C","intense, bitter, dry",2.75
817,Soma,Canada,2012,Haiti,Noula Coop,70%,"3- B,S,C","uneven, grassy, roasty",3.25
951,Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1",70%,"3- B,S,C","sandy, earthy, tangy wine",3.5
967,Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70%,"3- B,S,C","smoke,tobacco,black pepper",3.5
983,Soma,Canada,2012,Papua New Guinea,Papua New Guinea,85%,"3- B,S,C","mild smoke, fruit, mild burnt",3.5
833,Soma,Canada,2012,U.S.A.,O'ahu Island,70%,"3- B,S,C","cranberries, cocoa",3.75
951,Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2",70%,"3- B,S,C","intense, rich burnt caramel",3.75
867,Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",70%,"3- B,S,C","creamy, raisin, lemon",4
867,Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend",70%,"3- B,S,C","creamy, complex, peanut",4
1073,Soma,Canada,2013,Peru,"Apurimac, El Quinacho Co-op",70%,"3- B,S,C","creamy, medicinal, mild fruit",2.75
1030,Soma,Canada,2013,Indonesia,Java,70%,"3- B,S,C","creamy, smokey, some fruit",3.25
1784,Beehive,U.S.A.,2016,Dominican Republic,"Dominican Republic, Batch 31616",70%,"3- B,S,C","sandy, sweet, molasses",2.75
1077,Soma,Canada,2013,Blend,Chef's Blend,70%,"3- B,S,C","grassy, dairy, mild fatty",3.25
1173,Soma,Canada,2013,Venezuela,"Orinoco, batch ORI 1",70%,"3- B,S,C","creamy, nutty, roasty",3.25
1019,Soma,Canada,2013,Dominican Republic,"Rizek Cacao, batch DR 12",77%,"3- B,S,C","smoke, burnt caramel, citrus",3.75
1073,Soma,Canada,2013,Trinidad,Sangre Grande P.,70%,"3- B,S,C","creamy, brownie mix, roasty",3.75
1077,Soma,Canada,2013,Venezuela,Patanemo,70%,"3- B,S,C","nutty, chocolate ice cream",3.75
1077,Soma,Canada,2013,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG",88%,"3- B,S,C","pronounced berry,mild smoke",4
1077,Soma,Canada,2013,Venezuela,"Maracaibo, El Vigia",70%,"3- B,S,C","delicate, nutty, cocoa, dairy",4
1081,Soma,Canada,2013,Blend,"Equator, Peru, Dom. Rep",67%,"3- B,S,C","roasted nuts, burnt brownie",4
1177,Soma,Canada,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch bh1",70%,"3- B,S,C","floral, berry, clove",4
1307,Soma,Canada,2014,Nicaragua,La Dalia,70%,"3- B,S,C","spicy, woodsy",3.25
1784,Beehive,U.S.A.,2016,Ecuador,"Ecuador, Batch 31516",70%,"3- B,S,C","intense, floral, black pepper",2.75
1339,Soma,Canada,2014,Blend,"Little Big Man, Madagascar & Ecuador",70%,"3- B,S,C","tart, mild sour",3.25
1227,Soma,Canada,2014,Nicaragua,"La Tronca, Matagalpa",70%,"3- B,S,C","basic chocolate, accessible",3.5
1307,Soma,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",80%,"3- B,S,C","robust, nutty, brownie",3.5
1259,Soma,Canada,2014,Peru,Maranon Canyon,70%,"3- B,S,C","creamy, sour orange",3.75
1307,Soma,Canada,2014,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",70%,"3- B,S,C","creamy, smokey, rich cocoa",3.75
1594,Soma,Canada,2015,Venezuela,CSB Chama,70%,"3- B,S,C","roasted nuts, dried fruit",3.5
1594,Soma,Canada,2015,Venezuela,Porcelana,75%,"3- B,S,C","balanced, nuts, strawberry",4
1832,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0",70%,"3- B,S,C","nutty, banana, harsh ending",3.25
1820,Soma,Canada,2016,Dominican Republic,"Oko Caribe, Duarte P., Collab w Chocosol",62%,"3- B,S,C","creamy, sweet, deep choco",3.5
1820,Soma,Canada,2016,Madagascar,"Sambirano Valley, Black Science, B-60307.0",70%,"3- B,S,C",robust dark tropical fruit,3.5
1788,Beehive,U.S.A.,2016,Ecuador,Ecuador,90%,"3- B,S,C","intense floral, bitter, earthy",2.75
1828,Soma,Canada,2016,Brazil,"Bahia Black, batch bra50722.1",70%,"3- B,S,C","creamy, diluted, mild choco",3.5
1828,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70%,"3- B,S,C",evolves black pepper to citrus,3.75
1828,Soma,Canada,2016,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",75%,"3- B,S,C","banana, nutty",3.75
1828,Soma,Canada,2016,Vietnam,"Tien Giang, Black S., batch VIT60420.0",70%,"3- B,S,C","creamy, honey, blackberry",4
2016,Soma,Canada,2017,Fiji,Fiji,70%,"3- B,S,C","creamy, roasty, woody",3.25
2016,Soma,Canada,2017,Colombia,Arauca,70%,"3- B,S,C","creamy, honey, marshmallow",4
2068,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",70%,"3- B,S,C","sweet edge, lemon, muted",3
2242,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.",70%,"3- B,S,C","creamy, acidic, balanced",4
2242,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",70%,"3- B,S,C","nutty, cocoa",4
2638,Soma,Canada,2021,Madagascar,"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324",70%,"3- B,S,C","red fruit, peanut butter, cocoa",3.5
2638,Soma,Canada,2021,Venezuela,"Guasare, Rosario de Perija, b.4279-GUA201123",70%,"3- B,S,C","spice, sour malt, woody",3.5
2700,Soma,Canada,2021,Vietnam,"Ben Tre, batch BEN210924 8983",70%,"3- B,S,C","cinamon, nutmeg, hot cocoa",4
1434,Spencer,Australia,2014,Vanuatu,Malekula Island,72%,"3- B,S,C","bready, sour milk, fatty",2.75
1792,Spencer,Australia,2016,Dominican Republic,"Dominican Republic, lot D82R",70%,"3- B,S,C","spicy, chocolatey",3.5
1792,Spencer,Australia,2016,Ecuador,"Ecuador, lot E432314L",70%,"3- B,S,C","floral, sandy",3.75
1792,Spencer,Australia,2016,Madagascar,"Madagascar, lot M0403R",70%,"3- B,S,C","powdery, cherry, astringent",3.75
1932,Spencer,U.S.A.,2017,Peru,Peru,70%,"3- B,S,C","floral, earthy, burnt rubber",2.75
1932,Spencer,U.S.A.,2017,Ecuador,Ecuador,70%,"3- B,S,C","floral, astringent",3.5
1932,Spencer,U.S.A.,2017,Dominican Republic,Dominican Republic,70%,"3- B,S,C","sandy, robust, grapes, malt",3.75
1291,Stone Grindz,U.S.A.,2014,Ecuador,"Ecuador, Midnight Dark, batch 600414",84%,"3- B,S,C","floral, hints of fruit",3.5
1291,Stone Grindz,U.S.A.,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414",70%,"3- B,S,C","oily surface, floral, earthy",3.5
2012,Stone Grindz,U.S.A.,2017,Bolivia,"Wild Bolivia, batch 260",70%,"3- B,S,C","fatty, rubber, off notes",2.5
1804,Bellflower,U.S.A.,2016,Bolivia,"Alto Beni, Palos Blanco",70%,"3- B,S,C","oily, complex, pungent",3.25
1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,70%,"3- B,S,C","sticy, nutty, roasty, off notes",2.75
1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,60%,"3- B,S,C","sticky, sweet, nutty, roasty",3
2634,sweet beans,U.S.A.,2021,Honduras,Honduras,72%,"3- B,S,C","overly roasty, spicy",3
2634,sweet beans,U.S.A.,2021,Peru,Peru,72%,"3- B,S,C","earthy, roasty, hammy",3
1800,Bellflower,U.S.A.,2016,Tanzania,"Kokao Kamili, Kilombero Valley",70%,"3- B,S,C","sticky, delicate, melon",3.5
2634,sweet beans,U.S.A.,2021,Uganda,Uganda,77%,"3- B,S,C","melon, mocha",3.5
2634,sweet beans,U.S.A.,2021,Trinidad,Trinidad,80%,"3- B,S,C","herbal, tea, dried fruit",3.75
2234,Sweet Escalier,Japan,2018,Tanzania,Tanzania,75%,"3- B,S,C","fatty, sour, off notes",2.75
2474,Sweetness,Canada,2020,Mexico,Tabasco,74%,"3- B,S,C","dried fig, earthy, dirty",3
2470,Sweetness,Canada,2020,Peru,Ucayali,68%,"3- B,S,C","burnt black licorice, intense",3.25
2482,Sweetness,Canada,2020,Papua New Guinea,Papua New Guinea,73%,"3- B,S,C","savory lemon, ham",3.25
761,Szanto Tibor,Hungary,2011,Venezuela,Crudo,70%,"3- B,S,C","rustic, sugar dominates",3
939,Szanto Tibor,Hungary,2012,Dominican Republic,Santo Domingo,70%,"3- B,S,C","rustic, large unground pieces",3.25
939,Szanto Tibor,Hungary,2012,Madagascar,Millot Plantation,70%,"3- B,S,C","rustic, bright fruit",3.25
939,Szanto Tibor,Hungary,2012,Peru,"Ayacucho, ""El Guinacho""",70%,"3- B,S,C","sweet, spicy",3.75
1193,Szanto Tibor,Hungary,2013,Nicaragua,Cacao Blanco,70%,"3- B,S,C","sour milk, hot cocoa",3.25
1185,Szanto Tibor,Hungary,2013,Madagascar,"Autumn, Primary Harvest, 2012",70%,"3- B,S,C","light color, sandy, fruity",3.5
1185,Szanto Tibor,Hungary,2013,Madagascar,"Spring, Secondary Harvest, 2012",70%,"3- B,S,C","dark color, sandy, fruity",3.5
1263,Szanto Tibor,Hungary,2014,Venezuela,Porcelana,70%,"3- B,S,C","sandy, earthy, spice, nutty",3.5
1263,Szanto Tibor,Hungary,2014,Cuba,Baracoa,70%,"3- B,S,C","sandy, banana",3.75
1668,Szanto Tibor,Hungary,2015,Ecuador,Nacional,70%,"3- B,S,C","sweet, brownie, sour",3.25
2190,Belvie,Vietnam,2018,Vietnam,Lam Dong,75%,"3- B,S,C","high acidity, nutty, roasty",3.25
1704,Szanto Tibor,Hungary,2015,Cuba,Baracoa,88%,"3- B,S,C","rustic, spicy, earthy",3.25
1704,Szanto Tibor,Hungary,2015,Madagascar,Ambolikapiky,70%,"3- B,S,C","sour orange, fatty",3.25
1708,Szanto Tibor,Hungary,2015,Vietnam,"Ben Tre, Mekong Delta",70%,"3- B,S,C","smokey, mild citrus",3.25
1708,Szanto Tibor,Hungary,2015,Brazil,"Fazenda Sempre Firme, Bahia",70%,"3- B,S,C","rustic, earthy, tea",3.5
1704,Szanto Tibor,Hungary,2015,Ecuador,"Winak, Sumaco",70%,"3- B,S,C","coarse, spicy cinnamon",3.75
2648,Belvie,Vietnam,2021,Vietnam,"Ben Tre, batch 70301",70%,"3- B,S,C",dominate cocoa notes,3.75
2286,Tala,Vietnam,2019,Vietnam,Vietnam,70%,"3- B,S,C","cocoa,sweet,fatty, cardboard",2.75
2286,Tala,Vietnam,2019,Vietnam,Vietnam,75%,"3- B,S,C","intense cocoa, fatty, sticky",3
2326,Taste Artisan,U.S.A.,2019,Peru,Amazonas,75%,"3- B,S,C","blackberry, dirt, high roast",3.25
2326,Taste Artisan,U.S.A.,2019,Peru,Piura,75%,"3- B,S,C",fig,4
1768,Belyzium,Germany,2016,Belize,"Belize south, low fermentation",83%,"3- B,S,C","unbalanced, tangy, pungent",2.75
2306,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,72%,"3- B,S,C","nutty, off, roasty, fatty",3
2306,Taucherli,Switzerland,2019,Mexico,Mexico,70%,"3- B,S,C","nutty, fruit, sour, floral",3.25
2566,Taylor Made,U.S.A.,2021,Haiti,"Haiti, batch 2020SEP",67%,"3- B,S,C","earthy, fatty, gritty",2.75
180,Taza,U.S.A.,2007,Dominican Republic,"Dark, Stone Ground",70%,"3- B,S,C","sandy, sour banana, sweet",3
451,Taza,U.S.A.,2009,Mexico,Chiapan,75%,"3- B,S,C","rustic, sweet, earthy",2.75
785,Taza,U.S.A.,2011,Bolivia,Alto Beni,87%,"3- B,S,C","grainy, blueberries, bitter",3.25
1271,Taza,U.S.A.,2014,Belize,Belize,68%,"3- B,S,C","coarse, watering, sweet",3
1768,Belyzium,Germany,2016,Belize,Belize south,78%,"3- B,S,C","sweet, nibby, green",3
829,Tejas,U.S.A.,2012,Bolivia,San Jose,70%,"3- B,S,C","candy,peanut butter,caramel",2.75
967,Tejas,U.S.A.,2012,Brazil,Espada,70%,"3- B,S,C","flat, cardboard, metallic",2.75
1768,Belyzium,Germany,2016,Belize,Belize south,83%,"3- B,S,C","balanced, complex, berry",3.5
829,Tejas,U.S.A.,2012,Madagascar,Capistrano*,70%,"3- B,S,C","sticky, caramel",3
825,Tejas,U.S.A.,2012,Ecuador,"La Bahia, w/ cane sugar",70%,"3- B,S,C","molasses, fruit, floral",3.25
833,Tejas,U.S.A.,2012,Mexico,Espada,70%,"3- B,S,C","molasses, caramel",3.25
971,Tejas,U.S.A.,2012,Bolivia,San Jose,67%,"3- B,S,C","green apple, sweet",3.25
971,Tejas,U.S.A.,2012,Brazil,"Bahia, Floresta Azul,Good Friends Reserve#3",70%,"3- B,S,C","honey, pepper, charcoal",3.5
1554,Terroir,U.S.A.,2015,Dominican Republic,Oko Caribe,70%,"3- B,S,C","spicy, black pepper, bold",3.5
1558,Terroir,U.S.A.,2015,Guatemala,Guatemala,70%,"3- B,S,C","walnuts, cocoa, easy melt",3.75
2374,Terroir,U.S.A.,2019,Haiti,Haiti,72%,"3- B,S,C","harsh, tobacco",2.75
2358,Terroir,U.S.A.,2019,Belize,Maya Mountain,77%,"3- B,S,C","berries, licorice, cocoa,bitter",3
2370,Terroir,U.S.A.,2019,Bolivia,Alto Beni,77%,"3- B,S,C","muted, roasted banana",3.25
1614,The Barn,Sweden,2015,Peru,Peru,70%,"3- B,S,C","sandy, sweet, raisins",3
188,Theo,U.S.A.,2007,Blend,"Ghana, Panama, Ecuador",75%,"3- B,S,C","sandy, sweet, fruity",3
162,Theo,U.S.A.,2007,Madagascar,Madagascar,65%,"3- B,S,C","sandy, sweet, blueberry",3.5
1836,Timo A. Meyer,Germany,2016,Belize,"Belize, med roast",72%,"3- B,S,C","bright fruit, cashew",3.75
2510,To'ak,Ecuador,2020,Ecuador,"Galapagos, Santa Cruz Island, 2018 h.",75%,"3- B,S,C","strong floral, oily, bold, grassy",3.25
789,Tocoti,U.S.A.,2011,Venezuela,Venezuela,72%,"3- B,S,C","peanut butter, soapy",2.75
789,Tocoti,U.S.A.,2011,Dominican Republic,Dominican Republic,74%,"3- B,S,C","pronounced fruit, sour",3
927,Tocoti,U.S.A.,2012,Bolivia,"Wild Bolivian, Jungle Love",77%,"3- B,S,C","sandy, sweet",3
773,Benoit Nihant,Belgium,2011,Madagascar,"Somia Plantation, Sambirano, 70hr C",72%,"3- B,S,C","intense,red berry,strawberry",3.75
2064,Tosier,U.K.,2018,Haiti,Acul du Nard,70%,"3- B,S,C","metallic, astringent",2.75
2060,Tosier,U.K.,2018,Bolivia,"Alto Beni, 2016",70%,"3- B,S,C","spicy, cocoa, sweet",3
2060,Tosier,U.K.,2018,Belize,Maya Mtn.,70%,"3- B,S,C","honey, caramel",3.5
2270,Tosier,U.K.,2019,Colombia,Tumaco,70%,"3- B,S,C","dull, chewy, sweet",2.75
757,Benoit Nihant,Belgium,2011,Indonesia,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",72%,"3- B,S,C","smokey, raspberries, cocoa",4
2210,Tribar,Peru,2018,Peru,Ucayali,73%,"3- B,S,C","powdery, complex, rubber",3
2218,Tribar,Peru,2018,Peru,"Piura, Gran Chilique",70%,"3- B,S,C","sweet, pungent grape, acidic",3.5
1141,Benoit Nihant,Belgium,2013,Cuba,Baracoa,74%,"3- B,S,C","tobacco, dairy, sour",3.5
1740,Two Ravens,U.S.A.,2016,Peru,Peru,60%,"3- B,S,C","coarse, sweet, lemon",3
1141,Benoit Nihant,Belgium,2013,Venezuela,Cuyagua Village,74%,"3- B,S,C","nutty, roasty, dairy",3.5
1968,Utopick,Spain,2017,Colombia,"Sierra Nevada, Tutu Iku",70%,"3- B,S,C","spice, melon, nutty",3.75
2210,Utopick,Spain,2018,Nicaragua,Nugo,70%,"3- B,S,C",roasty cocoa,3.75
2478,Vaka,Canada,2020,Belize,"Maya Mountain, Toledo, batch 91",74%,"3- B,S,C","roasted strawberry, bold",3.5
1141,Benoit Nihant,Belgium,2013,Venezuela,Chuao,74%,"3- B,S,C","mocha, intense, sweet",3.5
1141,Benoit Nihant,Belgium,2013,Ecuador,Rio Peripa H.,73%,"3- B,S,C",cinamon and nutmeg,4
1972,Valrhona,France,2017,Blend,"Oriado, Peru, Dom. Rep",60%,"3- B,S,C","intense, rich, sweet",3.25
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,72%,"3- B,S,C","fatty, bland, very astringent",2.75
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",70%,"3- B,S,C","creamy, macadamia, pepper",3.25
991,Videri,U.S.A.,2012,Blend,"Classic, Central and S. America",70%,"3- B,S,C","sweet, fruity, heavy roast",3.25
1117,Videri,U.S.A.,2013,Blend,"Dark, Central and S. America",90%,"3- B,S,C","mellow fruit, tart, mild bitter",3.75
1211,Videri,U.S.A.,2014,Dominican Republic,Dominican Republic,90%,"3- B,S,C","intense, cocoa, spicy, fruit",3.25
1211,Videri,U.S.A.,2014,Trinidad,Trinidad,75%,"3- B,S,C","spicy, roasty, acidic, dairy",3.5
1227,Videri,U.S.A.,2014,Ecuador,Mindo,75%,"3- B,S,C","spicy, nutmeg, brownie",3.5
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74%,"3- B,S,C","nutty, light toffee, mild musty",3.25
2578,Videri,U.S.A.,2021,Blend,"""Classic Dark"", Ecuador-Guatemala-Dom. Rep.",70%,"3- B,S,C","nutty, grassy, cocoa",3.5
1205,Vintage Plantations,U.S.A.,2014,Peru,San Martin,75%,"3- B,S,C","sandy, sweet, nutty",3
153,Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,"Los Rios, Rancho Grande 2007",65%,"3- B,S,C","sticky, cocoa, earthy",3
508,Beschle (Felchlin),Switzerland,2010,Indonesia,"Java, Grand Cru",64%,"3- B,S,C","ham-like, smokey, banana",3.5
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72%,"3- B,S,C","dark cocoa, spicy pepper",3.5
2092,White Label aka Mutari,U.S.A.,2018,Tanzania,Kokoa Kamili,68%,"3- B,S,C","nuts, fruit, poor aftertaste",3
2096,White Label aka Mutari,U.S.A.,2018,Bolivia,Alto Beni,72%,"3- B,S,C","creamy, fruit, poor aftertaste",3
2626,White Label aka Mutari,U.S.A.,2021,Philippines,"Kablon Farms, b. KP7417211821",74%,"3- B,S,C","nutty, roasted cherry, coffee",3.5
2626,White Label aka Mutari,U.S.A.,2021,Uganda,"Semuliki, 2017-18 h., batch SU72conche22212621",72%,"3- B,S,C","nutty, cocoa, yogurt",3.5
2622,White Label aka Mutari,U.S.A.,2021,Trinidad,"Garcia Estate, 2019 harvest, b. GT722162021820",72%,"3- B,S,C","complex, mild tobacco, nut, fruit",3.75
1169,Wilkie's Organic,Ireland,2013,Peru,Amazonas,75%,"3- B,S,C","light color, grit, metallic",2.5
1169,Wilkie's Organic,Ireland,2013,Peru,Amazonas,89%,"3- B,S,C","slow develop, bitter, metallic",2.75
636,Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,64%,"3- B,S,C","chunky, nutty, banana",3
1173,Wilkie's Organic,Ireland,2013,Peru,Amazonas w/ nibs,75%,"3- B,S,C","mild, metallic",2.75
1169,Wilkie's Organic,Ireland,2013,Peru,Tumbes,75%,"3- B,S,C","sandy, sweet, coffee",3.25
457,Willie's Cacao,U.K.,2009,Peru,San Martin,70%,"3- B,S,C","sandy, rich, earthy",3
457,Willie's Cacao,U.K.,2009,Venezuela,Rio Caribe,72%,"3- B,S,C","creamy, earthy, nutty",3.25
593,Willie's Cacao,U.K.,2010,Madagascar,Sambirano,71%,"3- B,S,C","dry, mild fruit",3
593,Willie's Cacao,U.K.,2010,Venezuela,Hacienda Las Trincheras,72%,"3- B,S,C","dry, nutty, cocoa",3.5
593,Willie's Cacao,U.K.,2010,Indonesia,Java,69%,"3- B,S,C","smokey, fruity, sour",3.75
1227,Willie's Cacao,U.K.,2014,Colombia,Los Llanos,88%,"3- B,S,C","mild nutty and fruit, savory",3
1848,Willie's Cacao,U.K.,2016,Colombia,Los Llanos,70%,"3- B,S,C","rich cocoa, spicy, cinamon",4
636,Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,88%,"3- B,S,C","bitter then nutty rustic, earthy",3
1912,Wm,U.S.A.,2016,Venezuela,"Guasare, Zulia Prov., 2015, batch 124",74%,"3- B,S,C","nutty, rubber",3
1912,Wm,U.S.A.,2016,Bolivia,"Wild Beniano, 2016, batch 128, Heirloom",76%,"3- B,S,C","nutty, fig, short length",3.5
1916,Wm,U.S.A.,2016,Ghana,"Ghana, 2013, batch 129",75%,"3- B,S,C","strong malt, choco pudding",3.75
2406,Wm,U.S.A.,2019,Belize,"Maya Mountain, 2017, batch 255",68%,"3- B,S,C","flat, molasses, creamy",3.25
2346,Wm,U.S.A.,2019,Venezuela,Porcelana,70%,"3- B,S,C","intense, creamy, nutty",3.5
2652,Wm,U.S.A.,2021,Dominican Republic,Dominican Republic,70%,"3- B,S,C","dairy, caramel, brownie, nutty",3.5
636,Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72%,"3- B,S,C","creamy, banana, rich",3.5
951,Woodblock,U.S.A.,2012,Madagascar,"Sambirano, batch 1",70%,"3- B,S,C",melon,3.25
636,Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,72%,"3- B,S,C","creamy, nutty, cocoa",4
2618,Zac Squared,U.S.A.,2021,Trinidad,Rio Claro,70%,"3- B,S,C","nutty, fruity, sweet",3.25
2618,Zac Squared,U.S.A.,2021,Vietnam,Ben Tre,70%,"3- B,S,C","tart, cherry, cocoa, mild sour",3.5
2618,Zac Squared,U.S.A.,2021,Dominican Republic,Zorzal,70%,"3- B,S,C","sweet, rich, cocoa, fruity",3.5
2700,Zacharias,U.S.A.,2021,Bolivia,"Tranquilidad, wild Bolivia",70%,"3- B,S,C","sweet, tart, sour",3
1574,Zak's,U.S.A.,2015,Papua New Guinea,"Papua New Guinea, Batch 2",70%,"3- B,S,C","heavy smoke, fruit, ham",3
1582,Zak's,U.S.A.,2015,Blend,"House Blend, Batch 2",60%,"3- B,S,C","very sweet, heavy roast, nuts",3
1578,Zak's,U.S.A.,2015,Dominican Republic,"Dominican Republic, Batch D2",70%,"3- B,S,C","nutty, earthy, hammy",3.25
1578,Zak's,U.S.A.,2015,Madagascar,"Madagascar, Batch 2",70%,"3- B,S,C","sandy, mild sour, mild fruit",3.25
1578,Zak's,U.S.A.,2015,Peru,"Peru, Batch 1",70%,"3- B,S,C","sandy, nutty, mocha",3.25
1578,Zak's,U.S.A.,2015,Belize,"Belize, Batch 2",70%,"3- B,S,C","rich base cocoa, sweet",3.5
1824,Zart Pralinen,Austria,2016,Ecuador,UNOCACE,70%,"3- B,S,C","sticky, off notes of rubber",2.75
1824,Zart Pralinen,Austria,2016,Trinidad,San Juan Estate,85%,"3- B,S,C","sticky, strong bitter, spice",2.75
1824,Zart Pralinen,Austria,2016,Tanzania,"Kakao Kamili, Kilombero Valley",85%,"3- B,S,C","melon, mild tart, bitter, fatty",3
1820,Zart Pralinen,Austria,2016,Madagascar,"Millot P., Ambanja",70%,"3- B,S,C","sticky, mellow choco, dairy",3.5
1824,Zart Pralinen,Austria,2016,Tanzania,"Kakao Kamili, Kilombero Valley",70%,"3- B,S,C","smoke, tart, burnt cocoa",3.5
2044,Zoto (Chocolatoa),Belgium,2018,Nicaragua,"Jeru Antiguo, batch jan705, 2 turns",72%,"3- B,S,C",intense earthy,3
2064,Zoto (Chocolatoa),Belgium,2018,Nicaragua,Rugoso,75%,"3- B,S,C","sandy, basic cocoa",3.25
2048,Zoto (Chocolatoa),Belgium,2018,Nicaragua,"El Castillero, batch ca1705, 3 turns",70%,"3- B,S,C","large grits, sweet, dried fruit",3.75
1996,Zotter,Austria,2017,Colombia,"APROCAFA, Acandi",75%,"3- B,S,C","strong nutty, marshmallow",3.75
2036,Zotter,Austria,2018,Blend,"Dry Aged, 30 yr Anniversary bar",75%,"3- B,S,C","fatty, earthy, cocoa",3
2170,Zotter,Austria,2018,Congo,Mountains of the Moon,70%,"3- B,S,C","fatty, mild nuts, mild fruit",3.25
2170,Zotter,Austria,2018,Belize,Maya Mtn,72%,"3- B,S,C","muted, roasty, accessible",3.5
963,Bittersweet Origins,U.S.A.,2012,Ghana,Ghana,72%,"3- B,S,C","roasted nuts, rich, roasty",3.5
256,Black Mountain,U.S.A.,2008,Dominican Republic,La Red,70%,"3- B,S,C","unrefined, fruity",2.75
256,Black Mountain,U.S.A.,2008,Venezuela,Carenero Superior,70%,"3- B,S,C","sweet grass, muted spice",2.75
256,Black Mountain,U.S.A.,2008,Nicaragua,Matiguas,70%,"3- B,S,C","rich, leather, woodsy",3
2590,Black Sheep,U.S.A.,2021,Colombia,"Sierra Nevada, batch 92",72%,"3- B,S,C","burnt caramel, cocoa, floral",3.25
2590,Black Sheep,U.S.A.,2021,Belize,"Maya Mountain, batch 98",72%,"3- B,S,C",honey with subtle tobacco,3.25
911,Blue Bandana,U.S.A.,2012,Guatemala,Guatemala,70%,"3- B,S,C","chewy, complex,black pepper",3.5
911,Blue Bandana,U.S.A.,2012,Madagascar,Madagascar,70%,"3- B,S,C","gritty, tart red berry,powerful",3.75
1996,Boho,U.S.A.,2017,Belize,Maya Mtn,70%,"3- B,S,C",pungent off flavor,2.75
81,Bonnat,France,2006,Sri Lanka,Ceylan,75%,"3- B,S,C","vegetal, dominant tobacco",3
24,Bonnat,France,2006,Blend,"Carribean, Trinite",75%,"3- B,S,C","spice, woodsy, long lasting",3.75
32,Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",75%,"3- B,S,C","sandy, creamy, berry",3.75
75,Bonnat,France,2006,Madagascar,Madagascar,75%,"3- B,S,C","mellow, tart, coffee",3.75
48,Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",75%,"3- B,S,C","creamy, fatty, floral",4
81,Bonnat,France,2006,Venezuela,Chuao,75%,"3- B,S,C","creamy, coconut, tang",4
2542,5150,U.S.A.,2021,Fiji,"Matasawalevu, batch 1",68%,"3- B,S,C","chewy, off, rubbery",3
123,Bonnat,France,2007,Ecuador,Equateur,75%,"3- B,S,C","dry, floral, bitter",2.5
199,Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",75%,"3- B,S,C","creamy, strawberry, nutty",4
336,Bonnat,France,2009,Peru,"Porcelana, Apotequil",75%,"3- B,S,C","flat, bread, earthy",2.75
